modCodeStr,dbCodeStr,season,exportDate,RV,effectType,likelihood,mean,sd,q_025,q_5,q_975,mode,kld
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,intercept_nonzero,fixed,normal,-0.10515454289442139,0.10081025490979498,-0.3129211356522857,-0.10221920188167154,0.0856991536360436,-0.09699402889736232,9.449040549640059e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,O_imscoverage_nonzero,fixed,normal,0.023604159065565816,0.07248124880466174,-0.11567611779578882,0.024052028213802867,0.16377753179916538,0.02860257890760131,2.1070717061785803e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,O_careseek_nonzero,fixed,normal,0.5371733591461155,0.046851403208666355,0.4448609090547143,0.5372633032747018,0.6288898429354475,0.5374451639191193,2.46281825609689e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,O_insured_nonzero,fixed,normal,0.035706337684678305,0.05830136017999251,-0.07982495982449522,0.036048740847271575,0.14922490496153992,0.03673440780732324,9.338254814974498e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_poverty_nonzero,fixed,normal,0.0017981765094440315,0.0777315962811973,-0.1536050410819155,0.0027438320637951583,0.15187600934480056,0.0046644188001436025,2.3927644098474185e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_child_nonzero,fixed,normal,0.35127723319541,0.096946778383091875,0.16088794482970645,0.35113725098133164,0.5420909318464846,0.3507221234501339,4.8681267328589295e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_adult_nonzero,fixed,normal,0.19503706146405722,0.09113394491625378,0.017011424628684407,0.19444169687011867,0.3759744528988992,0.19310122066593655,8.898863115528073e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_hospaccess_nonzero,fixed,normal,0.20308725953620854,0.06488191059539106,0.07511571003495501,0.20311236946164327,0.33068059915148185,0.2030690505590435,2.820075894958019e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_popdensity_nonzero,fixed,normal,0.5501789314529237,0.3332742796876436,-0.10815291450912001,0.5507318914685594,1.2046570002906654,0.5517857500841933,2.6357186034569767e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_housdensity_nonzero,fixed,normal,-0.026761614739475893,0.057180087400021125,-0.13752375100466668,-0.027274814738160475,0.0867651052441513,-0.028409416717726222,1.0304316050763673e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_vaxcovI_nonzero,fixed,normal,-0.14039737959354168,0.05028544705491937,-0.23932622467442838,-0.14054618242567488,-0.040369892564857596,-0.1405812916808945,5.618057326866872e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_vaxcovE_nonzero,fixed,normal,-0.07535960804764893,0.09120372268469071,-0.2536966612050199,-0.07576821540236212,0.10488544388761917,-0.07674085025589378,2.3732866067369726e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_H3A_nonzero,fixed,normal,0.024054982940052753,0.0573116929488576,-0.08863226425577772,0.024457225905782205,0.13390428854783656,0.024840325256543123,2.486370430496073e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_B_nonzero,fixed,normal,0.04727389012314472,0.03074842308468587,-0.011286862515794124,0.04653494570112012,0.10969983999910826,0.04478013582771343,4.6535235031943236e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_priorImmunity_nonzero,fixed,normal,0.01030629981969691,0.029910894053897342,-0.049872494262296535,0.010730457923741742,0.06817792858537697,0.011613104400775493,3.3307807336123733e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_humidity_nonzero,fixed,normal,0.16948750976013907,0.0967293207177894,-0.024843936193728378,0.1707869428090588,0.35634322797136375,0.17318745713864184,2.5026576110966916e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_pollution_nonzero,fixed,normal,0.02437805118032777,0.031247040031270018,-0.037067251250726733,0.024398115323972482,0.08565032424645691,0.024442378388219273,6.386063885571274e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_singlePersonHH_nonzero,fixed,normal,0.19965926655407204,0.11393504021228212,-0.02211164249989306,0.1988981300637534,0.42545517520698095,0.19741004649067362,3.881492219800494e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_adult_nonzero:X_H3A_nonzero,fixed,normal,-0.07965631061905533,0.05221361768576052,-0.18211681707374666,-0.07969621066713412,0.02290956426145975,-0.07977627815912466,1.1278653775575543e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,X_child_nonzero:X_B_nonzero,fixed,normal,0.01638845425610542,0.0273155352260251,-0.0374043566400186,0.016438161798699603,0.06986358555294966,0.016554075003566676,1.7410441651977398e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,Precision for the Gaussian observations,hyperpar,NA,18680.964780127597,18390.87191060568,1257.5235150568565,13253.248090728555,67336.43330633602,3432.5394218703204,NA
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,Precision for ID_nonzero,hyperpar,normal,7.936522955480556,0.7179794114451038,6.60160200558405,7.910717429890991,9.426587511746396,7.867301147955741,NA
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,Precision for fips_st_nonzero,hyperpar,normal,11.859158866418111,3.841115492071542,6.047351382743154,11.2861381285355,20.987554153177374,10.225494197485574,NA
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,Precision for regionID_nonzero,hyperpar,normal,18412.797693927034,18273.402010896883,1223.699510290037,12999.813859639595,66816.5059535463,3321.367757031286,NA
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,Precision for season_nonzero,hyperpar,normal,178.2619614610794,387.4856763816983,11.070351766977357,78.17302022543021,968.6472225540281,26.221927343595425,NA
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,01,stID,normal,0.28997735382996076,0.16749408741999017,-0.035498364017432615,0.28858844427614666,0.623220462758336,0.28595996700194837,4.861749418208886e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,04,stID,normal,-0.3115352568956926,0.18762449002677123,-0.6874652499124914,-0.3091257605105551,0.0508561456261884,-0.3043073175601554,4.5207600408234e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,05,stID,normal,0.14939468930539995,0.16186195593848035,-0.16497538541228962,0.148054322990925,0.4709325201981464,0.14533506280492864,9.32412363442161e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,06,stID,normal,-0.2661602071413693,0.1681283824906749,-0.5964049708136189,-0.26634396241204067,0.06482934083869973,-0.266637231664264,1.4262845296134758e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,08,stID,normal,0.1057386065253886,0.188887616526722,-0.2670045146105137,0.10591198846085681,0.4767920831983416,0.10596401409011647,1.0061292671517891e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,09,stID,normal,-0.04378381824521122,0.160918610638325,-0.3604029517593371,-0.043839443612094894,0.27281178880279566,-0.043927840491606536,1.3786173963702608e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,10,stID,normal,-0.11072896076291125,0.1503472643248264,-0.4062648528326865,-0.11077957225351547,0.1848082331514585,-0.11085250219600194,8.406493983490046e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,12,stID,normal,-0.2322080890188445,0.24717167728477374,-0.7248764183743747,-0.23033821551461642,0.2503481830664155,-0.22613617249957738,4.0144929976158135e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,13,stID,normal,0.08344439090240452,0.16500150089905402,-0.23897805522694582,0.08262493597726298,0.4101205257069508,0.08113794576268406,7.139482961886494e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,16,stID,normal,-0.02289900182622142,0.18322511320482027,-0.3862104727317294,-0.021913829125942197,0.33474959601231746,-0.0198341023152683,3.5743344855619728e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,17,stID,normal,-0.19628506216455743,0.15010051236412925,-0.49456897653367965,-0.195124028587559,0.0953234012205631,-0.1927786497914051,1.207481528737493e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,18,stID,normal,-0.18300020806312658,0.14535785400375428,-0.47033905571377976,-0.18241847435423786,0.10089384770147222,-0.18119312523589834,2.9870128921739316e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,19,stID,normal,0.5018135358232791,0.1673711950589936,0.17941277036178305,0.4996239804279831,0.8363864700195716,0.4950052304041125,1.929966453084438e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,20,stID,normal,-0.4402551909904921,0.16203525563419363,-0.7623297425138529,-0.43893282173576237,-0.12556362644235675,-0.43607737072553293,1.3262448191549842e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,21,stID,normal,0.14230468546486594,0.1538071964257515,-0.15649056810024475,0.14108051733941032,0.44759150017856414,0.13857281161282836,7.602080546094967e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,22,stID,normal,-0.1962724065981925,0.1959806691649375,-0.5781092238969636,-0.19781815389127697,0.19464550568648065,-0.20026383018469854,1.4616466884989935e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,23,stID,normal,-0.22454930123829403,0.17218637601654402,-0.5671187789554851,-0.22314835744290706,0.11015790387492794,-0.22017967836604302,7.023627601511061e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,24,stID,normal,0.023745274534295768,0.16052385418333517,-0.2940706012053471,0.02442609795046822,0.3375122733666692,0.02581897222744573,3.7404530193934976e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,25,stID,normal,0.2030687192657831,0.1746465866768167,-0.13814835501212494,0.20211818841995827,0.5490153684413387,0.20016496293060243,2.0610263010895948e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,26,stID,normal,-0.03424175049109466,0.15761596272969491,-0.34421601098920745,-0.03425055910906048,0.27544617659991705,-0.03427281071140026,3.270206555767486e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,27,stID,normal,-0.22784542064320515,0.16695288819653306,-0.559611992178728,-0.22656154849999968,0.0968453382592124,-0.2236893458027793,8.606819755947997e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,28,stID,normal,0.28766043462813234,0.1866330904173268,-0.06907422469817198,0.2841096661970406,0.6654626944016997,0.2774232341622523,7.804716714550374e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,29,stID,normal,-0.06714169431539874,0.14575525696503397,-0.35441885727064554,-0.06689076176012854,0.21846911119057988,-0.06636929701038474,4.789161695277662e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,30,stID,normal,-0.6148836971321342,0.19329817977815708,-1.0052954597575665,-0.61120380505971,-0.2453634829645257,-0.6041080933696563,1.7850298137580298e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,31,stID,normal,0.22208002631354765,0.16612708627005268,-0.10111492866060964,0.22084420608616137,0.5516601688709847,0.21822493198722454,6.139676232930712e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,32,stID,normal,-0.3360245272674446,0.19703182356175053,-0.734523279821332,-0.3320629385466441,0.03986405807322235,-0.32452884601875226,3.599894902633124e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,33,stID,normal,-0.0883989535691546,0.17841104225349375,-0.4419087221581526,-0.0875947211571228,0.26043535991680417,-0.08585196218717374,3.1647606826760814e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,34,stID,normal,-0.02358406201498011,0.22097885933212538,-0.46133230970749284,-0.022993014203863273,0.41047772157253076,-0.021807983979237854,3.5733656581426413e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,35,stID,normal,-0.17916580702330343,0.19006318751449658,-0.5566890610277645,-0.1780226940458091,0.19172713605965702,-0.17573449140515873,5.784392477725339e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,36,stID,normal,0.02150240559486579,0.1642894701493756,-0.3029357885777402,0.021896768211774876,0.3433606861667262,0.022625483614397812,8.879845212463001e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,37,stID,normal,0.4558179812309967,0.14495037162085753,0.17444524600439326,0.4546694288955214,0.7433684256745718,0.4523974142612825,1.1216280498410451e-05
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,38,stID,normal,-0.3930287189193742,0.19655163055504965,-0.7900855882921191,-0.38923813787519,-0.016892686732343454,-0.38150495895595027,2.28365397271326e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,39,stID,normal,-0.10683018581022864,0.14956753743429696,-0.4021822208042651,-0.10638532209519763,0.1858097789466272,-0.1054472517553102,1.2298495550446377e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,40,stID,normal,0.4013334202209365,0.154314898684256,0.10276955546591621,0.3998050318131492,0.7082496158385198,0.39671606656433556,2.4592451090480762e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,41,stID,normal,0.0014389918771160065,0.16078644043503715,-0.31502804007269314,0.001449602939404825,0.3173044448167184,0.0012911712179435268,1.1844361478127383e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,42,stID,normal,-0.05817310250954238,0.158712886031159,-0.37112188842887595,-0.057948426763263144,0.25317446681970773,-0.05753227815035326,5.491098539707798e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,44,stID,normal,-0.015449724059519564,0.20537627337950318,-0.4190574055725492,-0.01590953811357222,0.3901744375323741,-0.016808666077617756,3.099581356304248e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,45,stID,normal,-0.2100216387439089,0.17545122622303988,-0.5539043924709225,-0.21046536254859843,0.1360210223318628,-0.2112711299994617,1.5312831786166601e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,46,stID,normal,0.4553162258119163,0.19978489574046382,0.07276747780482395,0.451793485678684,0.8577111136106036,0.44428030755857406,2.106226885466517e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,47,stID,normal,0.3524705817571151,0.14772859152765058,0.06619605153315195,0.35111921938681384,0.6461658549218416,0.3484418870959687,1.060297472247067e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,48,stID,normal,0.24155738621981218,0.18946854910132524,-0.12363782567838652,0.23892662059204753,0.6214060981105356,0.23342255358900763,1.4694618294776264e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,49,stID,normal,0.21062296896964675,0.2428611669108674,-0.2526502418778307,0.20529677980736874,0.703902720607068,0.19435623679073405,2.170124865801047e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,50,stID,normal,-0.2000633194835948,0.17102231614380672,-0.5419746853436045,-0.19791768668463197,0.13026492568387135,-0.1931379150930254,2.1738942087022638e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,51,stID,normal,0.28087132657097286,0.15777981474695849,-0.02735299952682435,0.28013569521654375,0.5927494688825381,0.2786016897771653,1.1271978939569904e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,53,stID,normal,-0.18966514655175068,0.1532625859921624,-0.49409431226829964,-0.18862291551529456,0.10872921469995195,-0.18653577725485349,5.107333425759513e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,54,stID,normal,0.2301875108193002,0.18419631001338627,-0.12793863987713996,0.228710108653091,0.5958958255941618,0.22549938793847363,8.973484196383085e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,55,stID,normal,0.20736972640304754,0.14749635656850396,-0.08267185621402587,0.20736772898196634,0.4970878165550071,0.20735568886859987,4.812535574553979e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,56,stID,normal,0.10438416200580043,0.17353108362655204,-0.24119788895825645,0.10579297159828653,0.441921544677483,0.10864970578535653,1.0173818577253546e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R1,regID,normal,-5.043212347906674e-4,0.011519836284914911,-0.023818401643352652,-2.5397984816105337e-4,0.020613751320506864,-1.258931774312919e-4,8.827076770570857e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R2,regID,normal,-1.2940681105475385e-5,0.011542454670995766,-0.022259290917140174,-2.7465482591899994e-6,0.022152124244137334,4.577438335560771e-7,9.011901130249068e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R3,regID,normal,5.535363026700545e-4,0.011505967793248037,-0.020364431723884333,2.6392482567031864e-4,0.024035814305357863,1.27719312489132e-4,8.817160893160019e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R4,regID,normal,0.0017814431211342044,0.01205225164970624,-0.017340824984889827,8.300119248183083e-4,0.02927693809175301,3.998691359748041e-4,9.91580895899867e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R5,regID,normal,-7.876615799256637e-4,0.011561469795570396,-0.024891484138459506,-3.7840195659246534e-4,0.019745118375253626,-1.8500717644225344e-4,8.918303656064996e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R6,regID,normal,6.046142753882936e-4,0.011557342041001652,-0.020269277262813842,2.8679958884218775e-4,0.02427544340980092,1.3837149372585114e-4,9.12650644973494e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R7,regID,normal,3.127194179850754e-4,0.011505640018642745,-0.021165379445783766,1.5164110723393616e-4,0.023183950475130076,7.445683365153846e-5,8.81172261252396e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R8,regID,normal,-2.1761956222590505e-4,0.011502794286504827,-0.022932769984524114,-9.648674784458987e-5,0.021390080489070644,-4.3732430148415795e-5,8.756825202982203e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R9,regID,normal,-0.0013978900879608306,0.011881120425337599,-0.027585705355089116,-6.517661506635136e-4,0.018249246510980466,-3.1476582632481635e-4,9.862432433698724e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,R10,regID,normal,-3.29787866866812e-4,0.01152207090980268,-0.023326107090586676,-1.5208992207017198e-4,0.021074114936674476,-7.151124099152298e-5,8.857592382398912e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,S3,season,normal,-0.034510830226895786,0.100623394447894,-0.24161345184387048,-0.029260339459982857,0.18214031224772778,-0.014564196525267178,2.097829906952094e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,S4,season,normal,0.09264540263867506,0.10344272823287076,-0.061030766705645015,0.07360861379345844,0.32974022669957725,0.013856178167414135,2.7888855429337393e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,S5,season,normal,0.048164331058307995,0.09239510590513561,-0.11420123554370545,0.03246137367912087,0.25870657898171906,0.006563248523180867,2.2467220634757616e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,S6,season,normal,0.07766877348982149,0.10019352521255187,-0.07989498270651402,0.05876488392702821,0.3054101550842151,0.009767779625956347,2.4186869919454656e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,S7,season,normal,0.058736995598421084,0.07980201753512213,-0.08904624729994945,0.04902092601780057,0.231617473758748,0.0201105242762031,1.6866543647537507e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,S8,season,normal,-0.014198310633407572,0.08149771504620779,-0.19931053496460105,-0.006055662903091589,0.1378345505624362,0.002166704128205509,2.040577677291295e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,S9,season,normal,-0.22771912834236688,0.16593495542636122,-0.5786865903335617,-0.21958336330686162,0.011367620690410918,-0.024426462487548817,3.483801581307278e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,1,error,normal,0.03067326420509452,0.14379291047655535,-0.2519182647110673,0.03071176002365099,0.31278252524015165,0.03082071225957471,2.266822093447687e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,2,error,normal,0.39138219240750266,0.14838534325183758,0.09960642206888093,0.3914630310897285,0.6824800651412837,0.3916525976153732,1.0444913776565628e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,3,error,normal,0.4572574058059986,0.17402368358150536,0.11387135597309822,0.4578245890335889,0.7972432249522214,0.45906169122910884,1.1707499799011573e-5
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,4,error,normal,-0.19349815564009956,0.14384406360209429,-0.47619673235087967,-0.19346158997026702,0.08871987359857675,-0.19336533231682607,1.5657597957118366e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,5,error,normal,-0.35911198015401963,0.14862781588308227,-0.6516790935480531,-0.35889710572196637,-0.06798868750511994,-0.3584064788632796,7.291506839978172e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,6,error,normal,-0.043028739365112055,0.15763198894637082,-0.3524191531881027,-0.04313285091345045,0.26662177252408265,-0.043340505217074915,9.949005423972018e-7
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,7,error,normal,0.2907814727876412,0.15790767482163093,-0.019603509387747464,0.29087433481587505,0.600361345124524,0.291116773615127,9.63953960006942e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,8,error,normal,-0.25964830372186604,0.16938594436642027,-0.5921315007083567,-0.25974218122122816,0.07304542861744767,-0.25988452664948397,1.9033577888503983e-07
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,9,error,normal,-0.09342645439249994,0.14508059515801616,-0.37783397335027685,-0.09360057685299938,0.19166668154871286,-0.09390787294146356,2.654131365036191e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,10,error,normal,0.2548607083243779,0.15211600594671032,-0.04434710168180156,0.2550548434195985,0.5527813010014208,0.25555175682696973,5.4095363623953095e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,11,error,normal,-0.15984065854924806,0.15738814352788294,-0.46915130251988124,-0.15979378219378396,0.14894416843227617,-0.15967258052061356,4.490864372778031e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,12,error,normal,0.11216806727444024,0.14957751491388543,-0.18224497181805982,0.11237060907854342,0.4051839551365964,0.1128252175194594,3.700170156018353e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,13,error,normal,0.06760400763935065,0.15466830078403998,-0.23623953051803295,0.06760108107615659,0.3711843594772096,0.06761710998868968,1.7416639495863731e-6
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,999,2017-09-16,14,error,normal,0.7962282077124412,0.15397339412580313,0.49329436802813575,0.7963991788273806,1.0979175025807917,0.7967767287751889,5.2192343725575405e-6
